BSI__CLIN_U_DA1__K141_194032_111-MONOMER	BSI__CLIN_U_DA1__K141_194032_111		NIL	
BSI__CLIN_U_DA1__K141_116922_3-MONOMER	BSI__CLIN_U_DA1__K141_116922_3		NIL	
BSI__CLIN_U_DA1__K141_194032_112-MONOMER	BSI__CLIN_U_DA1__K141_194032_112		NIL	
BSI__CLIN_U_DA1__K141_116922_4-MONOMER	BSI__CLIN_U_DA1__K141_116922_4		NIL	
BSI__CLIN_U_DA1__K141_194032_113-MONOMER	BSI__CLIN_U_DA1__K141_194032_113		NIL	
BSI__CLIN_U_DA1__K141_116922_5-MONOMER	BSI__CLIN_U_DA1__K141_116922_5		NIL	
BSI__CLIN_U_DA1__K141_194032_114-MONOMER	BSI__CLIN_U_DA1__K141_194032_114		NIL	
BSI__CLIN_U_DA1__K141_116922_6-MONOMER	BSI__CLIN_U_DA1__K141_116922_6		NIL	
BSI__CLIN_U_DA1__K141_194032_115-MONOMER	BSI__CLIN_U_DA1__K141_194032_115		NIL	
BSI__CLIN_U_DA1__K141_116922_7-MONOMER	BSI__CLIN_U_DA1__K141_116922_7		NIL	
BSI__CLIN_U_DA1__K141_194032_116-MONOMER	BSI__CLIN_U_DA1__K141_194032_116		NIL	
BSI__CLIN_U_DA1__K141_116922_8-MONOMER	BSI__CLIN_U_DA1__K141_116922_8		NIL	
BSI__CLIN_U_DA1__K141_194032_117-MONOMER	BSI__CLIN_U_DA1__K141_194032_117		NIL	
BSI__CLIN_U_DA1__K141_194032_118-MONOMER	BSI__CLIN_U_DA1__K141_194032_118		NIL	
BSI__CLIN_U_DA1__K141_194032_119-MONOMER	BSI__CLIN_U_DA1__K141_194032_119		NIL	
BSI__CLIN_U_DA1__K141_194032_120-MONOMER	BSI__CLIN_U_DA1__K141_194032_120		NIL	
BSI__CLIN_U_DA1__K141_194032_121-MONOMER	BSI__CLIN_U_DA1__K141_194032_121		NIL	
BSI__CLIN_U_DA1__K141_194032_122-MONOMER	BSI__CLIN_U_DA1__K141_194032_122		NIL	
BSI__CLIN_U_DA1__K141_194032_123-MONOMER	BSI__CLIN_U_DA1__K141_194032_123		NIL	
BSI__CLIN_U_DA1__K141_194032_124-MONOMER	BSI__CLIN_U_DA1__K141_194032_124		NIL	
BSI__CLIN_U_DA1__K141_194032_125-MONOMER	BSI__CLIN_U_DA1__K141_194032_125		NIL	
BSI__CLIN_U_DA1__K141_194032_126-MONOMER	BSI__CLIN_U_DA1__K141_194032_126		NIL	
BSI__CLIN_U_DA1__K141_194032_127-MONOMER	BSI__CLIN_U_DA1__K141_194032_127		NIL	
BSI__CLIN_U_DA1__K141_194032_128-MONOMER	BSI__CLIN_U_DA1__K141_194032_128		NIL	
BSI__CLIN_U_DA1__K141_194032_129-MONOMER	BSI__CLIN_U_DA1__K141_194032_129		NIL	
BSI__CLIN_U_DA1__K141_194032_130-MONOMER	BSI__CLIN_U_DA1__K141_194032_130		NIL	
BSI__CLIN_U_DA1__K141_194032_131-MONOMER	BSI__CLIN_U_DA1__K141_194032_131		NIL	
BSI__CLIN_U_DA1__K141_194032_132-MONOMER	BSI__CLIN_U_DA1__K141_194032_132		NIL	
BSI__CLIN_U_DA1__K141_194032_133-MONOMER	BSI__CLIN_U_DA1__K141_194032_133		NIL	
BSI__CLIN_U_DA1__K141_194032_134-MONOMER	BSI__CLIN_U_DA1__K141_194032_134		NIL	
BSI__CLIN_U_DA1__K141_194032_135-MONOMER	BSI__CLIN_U_DA1__K141_194032_135		NIL	
BSI__CLIN_U_DA1__K141_194032_136-MONOMER	BSI__CLIN_U_DA1__K141_194032_136		NIL	
BSI__CLIN_U_DA1__K141_194032_137-MONOMER	BSI__CLIN_U_DA1__K141_194032_137		NIL	
BSI__CLIN_U_DA1__K141_194032_138-MONOMER	BSI__CLIN_U_DA1__K141_194032_138		NIL	
BSI__CLIN_U_DA1__K141_194032_139-MONOMER	BSI__CLIN_U_DA1__K141_194032_139		NIL	
BSI__CLIN_U_DA1__K141_194032_140-MONOMER	BSI__CLIN_U_DA1__K141_194032_140		NIL	
BSI__CLIN_U_DA1__K141_194032_141-MONOMER	BSI__CLIN_U_DA1__K141_194032_141		NIL	
BSI__CLIN_U_DA1__K141_194032_142-MONOMER	BSI__CLIN_U_DA1__K141_194032_142		NIL	
BSI__CLIN_U_DA1__K141_194032_143-MONOMER	BSI__CLIN_U_DA1__K141_194032_143		NIL	
BSI__CLIN_U_DA1__K141_194032_144-MONOMER	BSI__CLIN_U_DA1__K141_194032_144		NIL	
BSI__CLIN_U_DA1__K141_194032_145-MONOMER	BSI__CLIN_U_DA1__K141_194032_145		NIL	
BSI__CLIN_U_DA1__K141_194032_146-MONOMER	BSI__CLIN_U_DA1__K141_194032_146		NIL	
BSI__CLIN_U_DA1__K141_116922_9-MONOMER	BSI__CLIN_U_DA1__K141_116922_9		NIL	
BSI__CLIN_U_DA1__K141_194032_147-MONOMER	BSI__CLIN_U_DA1__K141_194032_147		NIL	
BSI__CLIN_U_DA1__K141_116922_10-MONOMER	BSI__CLIN_U_DA1__K141_116922_10		NIL	
BSI__CLIN_U_DA1__K141_194032_148-MONOMER	BSI__CLIN_U_DA1__K141_194032_148		NIL	
BSI__CLIN_U_DA1__K141_116922_11-MONOMER	BSI__CLIN_U_DA1__K141_116922_11		NIL	
BSI__CLIN_U_DA1__K141_194032_149-MONOMER	BSI__CLIN_U_DA1__K141_194032_149		NIL	
BSI__CLIN_U_DA1__K141_116922_12-MONOMER	BSI__CLIN_U_DA1__K141_116922_12		NIL	
BSI__CLIN_U_DA1__K141_194032_150-MONOMER	BSI__CLIN_U_DA1__K141_194032_150		NIL	
BSI__CLIN_U_DA1__K141_116922_13-MONOMER	BSI__CLIN_U_DA1__K141_116922_13		NIL	
BSI__CLIN_U_DA1__K141_194032_151-MONOMER	BSI__CLIN_U_DA1__K141_194032_151		NIL	
BSI__CLIN_U_DA1__K141_116922_14-MONOMER	BSI__CLIN_U_DA1__K141_116922_14		NIL	
BSI__CLIN_U_DA1__K141_194032_152-MONOMER	BSI__CLIN_U_DA1__K141_194032_152		NIL	
BSI__CLIN_U_DA1__K141_116922_15-MONOMER	BSI__CLIN_U_DA1__K141_116922_15		NIL	
BSI__CLIN_U_DA1__K141_194032_153-MONOMER	BSI__CLIN_U_DA1__K141_194032_153		NIL	
BSI__CLIN_U_DA1__K141_116922_16-MONOMER	BSI__CLIN_U_DA1__K141_116922_16		NIL	
BSI__CLIN_U_DA1__K141_194032_154-MONOMER	BSI__CLIN_U_DA1__K141_194032_154		NIL	
BSI__CLIN_U_DA1__K141_116922_17-MONOMER	BSI__CLIN_U_DA1__K141_116922_17		NIL	
BSI__CLIN_U_DA1__K141_194032_155-MONOMER	BSI__CLIN_U_DA1__K141_194032_155		NIL	
BSI__CLIN_U_DA1__K141_116922_18-MONOMER	BSI__CLIN_U_DA1__K141_116922_18		NIL	
BSI__CLIN_U_DA1__K141_194032_156-MONOMER	BSI__CLIN_U_DA1__K141_194032_156		NIL	
BSI__CLIN_U_DA1__K141_116922_19-MONOMER	BSI__CLIN_U_DA1__K141_116922_19		NIL	
BSI__CLIN_U_DA1__K141_194032_157-MONOMER	BSI__CLIN_U_DA1__K141_194032_157		NIL	
BSI__CLIN_U_DA1__K141_116922_20-MONOMER	BSI__CLIN_U_DA1__K141_116922_20		NIL	
BSI__CLIN_U_DA1__K141_194032_158-MONOMER	BSI__CLIN_U_DA1__K141_194032_158		NIL	
BSI__CLIN_U_DA1__K141_116922_21-MONOMER	BSI__CLIN_U_DA1__K141_116922_21		NIL	
BSI__CLIN_U_DA1__K141_194032_159-MONOMER	BSI__CLIN_U_DA1__K141_194032_159		NIL	
BSI__CLIN_U_DA1__K141_116922_22-MONOMER	BSI__CLIN_U_DA1__K141_116922_22		NIL	
BSI__CLIN_U_DA1__K141_194032_160-MONOMER	BSI__CLIN_U_DA1__K141_194032_160		NIL	
BSI__CLIN_U_DA1__K141_116922_23-MONOMER	BSI__CLIN_U_DA1__K141_116922_23		NIL	
BSI__CLIN_U_DA1__K141_194032_161-MONOMER	BSI__CLIN_U_DA1__K141_194032_161		NIL	
BSI__CLIN_U_DA1__K141_116922_24-MONOMER	BSI__CLIN_U_DA1__K141_116922_24		NIL	
BSI__CLIN_U_DA1__K141_194032_162-MONOMER	BSI__CLIN_U_DA1__K141_194032_162		NIL	
BSI__CLIN_U_DA1__K141_116922_25-MONOMER	BSI__CLIN_U_DA1__K141_116922_25		NIL	
BSI__CLIN_U_DA1__K141_194032_163-MONOMER	BSI__CLIN_U_DA1__K141_194032_163		NIL	
BSI__CLIN_U_DA1__K141_116922_26-MONOMER	BSI__CLIN_U_DA1__K141_116922_26		NIL	
BSI__CLIN_U_DA1__K141_194032_164-MONOMER	BSI__CLIN_U_DA1__K141_194032_164		NIL	
BSI__CLIN_U_DA1__K141_116922_27-MONOMER	BSI__CLIN_U_DA1__K141_116922_27		NIL	
BSI__CLIN_U_DA1__K141_194032_165-MONOMER	BSI__CLIN_U_DA1__K141_194032_165		NIL	
BSI__CLIN_U_DA1__K141_116922_28-MONOMER	BSI__CLIN_U_DA1__K141_116922_28		NIL	
BSI__CLIN_U_DA1__K141_194032_166-MONOMER	BSI__CLIN_U_DA1__K141_194032_166		NIL	
BSI__CLIN_U_DA1__K141_116922_29-MONOMER	BSI__CLIN_U_DA1__K141_116922_29		NIL	
BSI__CLIN_U_DA1__K141_194032_167-MONOMER	BSI__CLIN_U_DA1__K141_194032_167		NIL	
BSI__CLIN_U_DA1__K141_116922_30-MONOMER	BSI__CLIN_U_DA1__K141_116922_30		NIL	
BSI__CLIN_U_DA1__K141_194032_168-MONOMER	BSI__CLIN_U_DA1__K141_194032_168		NIL	
BSI__CLIN_U_DA1__K141_116922_31-MONOMER	BSI__CLIN_U_DA1__K141_116922_31		NIL	
BSI__CLIN_U_DA1__K141_194032_169-MONOMER	BSI__CLIN_U_DA1__K141_194032_169		NIL	
BSI__CLIN_U_DA1__K141_116922_32-MONOMER	BSI__CLIN_U_DA1__K141_116922_32		NIL	
BSI__CLIN_U_DA1__K141_194032_170-MONOMER	BSI__CLIN_U_DA1__K141_194032_170		NIL	
BSI__CLIN_U_DA1__K141_116922_33-MONOMER	BSI__CLIN_U_DA1__K141_116922_33		NIL	
BSI__CLIN_U_DA1__K141_194032_171-MONOMER	BSI__CLIN_U_DA1__K141_194032_171		NIL	
BSI__CLIN_U_DA1__K141_116922_34-MONOMER	BSI__CLIN_U_DA1__K141_116922_34		NIL	
BSI__CLIN_U_DA1__K141_194032_172-MONOMER	BSI__CLIN_U_DA1__K141_194032_172		NIL	
BSI__CLIN_U_DA1__K141_116922_35-MONOMER	BSI__CLIN_U_DA1__K141_116922_35		NIL	
BSI__CLIN_U_DA1__K141_194032_173-MONOMER	BSI__CLIN_U_DA1__K141_194032_173		NIL	
BSI__CLIN_U_DA1__K141_116922_36-MONOMER	BSI__CLIN_U_DA1__K141_116922_36		NIL	
BSI__CLIN_U_DA1__K141_194032_174-MONOMER	BSI__CLIN_U_DA1__K141_194032_174		NIL	
BSI__CLIN_U_DA1__K141_116922_37-MONOMER	BSI__CLIN_U_DA1__K141_116922_37		NIL	
BSI__CLIN_U_DA1__K141_194032_175-MONOMER	BSI__CLIN_U_DA1__K141_194032_175		NIL	
BSI__CLIN_U_DA1__K141_116922_38-MONOMER	BSI__CLIN_U_DA1__K141_116922_38		NIL	
BSI__CLIN_U_DA1__K141_194032_176-MONOMER	BSI__CLIN_U_DA1__K141_194032_176		NIL	
BSI__CLIN_U_DA1__K141_116922_39-MONOMER	BSI__CLIN_U_DA1__K141_116922_39		NIL	
BSI__CLIN_U_DA1__K141_194032_177-MONOMER	BSI__CLIN_U_DA1__K141_194032_177		NIL	
BSI__CLIN_U_DA1__K141_116922_40-MONOMER	BSI__CLIN_U_DA1__K141_116922_40		NIL	
BSI__CLIN_U_DA1__K141_194032_178-MONOMER	BSI__CLIN_U_DA1__K141_194032_178		NIL	
BSI__CLIN_U_DA1__K141_116922_41-MONOMER	BSI__CLIN_U_DA1__K141_116922_41		NIL	
BSI__CLIN_U_DA1__K141_194032_179-MONOMER	BSI__CLIN_U_DA1__K141_194032_179		NIL	
BSI__CLIN_U_DA1__K141_116922_42-MONOMER	BSI__CLIN_U_DA1__K141_116922_42		NIL	
BSI__CLIN_U_DA1__K141_194032_180-MONOMER	BSI__CLIN_U_DA1__K141_194032_180		NIL	
BSI__CLIN_U_DA1__K141_116922_43-MONOMER	BSI__CLIN_U_DA1__K141_116922_43		NIL	
BSI__CLIN_U_DA1__K141_194032_181-MONOMER	BSI__CLIN_U_DA1__K141_194032_181		NIL	
BSI__CLIN_U_DA1__K141_116922_44-MONOMER	BSI__CLIN_U_DA1__K141_116922_44		NIL	
BSI__CLIN_U_DA1__K141_194032_182-MONOMER	BSI__CLIN_U_DA1__K141_194032_182		NIL	
BSI__CLIN_U_DA1__K141_116922_45-MONOMER	BSI__CLIN_U_DA1__K141_116922_45		NIL	
BSI__CLIN_U_DA1__K141_194032_183-MONOMER	BSI__CLIN_U_DA1__K141_194032_183		NIL	
BSI__CLIN_U_DA1__K141_116922_46-MONOMER	BSI__CLIN_U_DA1__K141_116922_46		NIL	
BSI__CLIN_U_DA1__K141_194032_184-MONOMER	BSI__CLIN_U_DA1__K141_194032_184		NIL	
BSI__CLIN_U_DA1__K141_116922_47-MONOMER	BSI__CLIN_U_DA1__K141_116922_47		NIL	
BSI__CLIN_U_DA1__K141_194032_185-MONOMER	BSI__CLIN_U_DA1__K141_194032_185		NIL	
BSI__CLIN_U_DA1__K141_116922_48-MONOMER	BSI__CLIN_U_DA1__K141_116922_48		NIL	
BSI__CLIN_U_DA1__K141_116922_49-MONOMER	BSI__CLIN_U_DA1__K141_116922_49		NIL	
BSI__CLIN_U_DA1__K141_116922_50-MONOMER	BSI__CLIN_U_DA1__K141_116922_50		NIL	
BSI__CLIN_U_DA1__K141_116922_51-MONOMER	BSI__CLIN_U_DA1__K141_116922_51		NIL	
BSI__CLIN_U_DA1__K141_116922_52-MONOMER	BSI__CLIN_U_DA1__K141_116922_52		NIL	
BSI__CLIN_U_DA1__K141_116922_53-MONOMER	BSI__CLIN_U_DA1__K141_116922_53		NIL	
BSI__CLIN_U_DA1__K141_116922_54-MONOMER	BSI__CLIN_U_DA1__K141_116922_54		NIL	
BSI__CLIN_U_DA1__K141_116922_55-MONOMER	BSI__CLIN_U_DA1__K141_116922_55		NIL	
BSI__CLIN_U_DA1__K141_116922_56-MONOMER	BSI__CLIN_U_DA1__K141_116922_56		NIL	
BSI__CLIN_U_DA1__K141_116922_57-MONOMER	BSI__CLIN_U_DA1__K141_116922_57		NIL	
BSI__CLIN_U_DA1__K141_116922_58-MONOMER	BSI__CLIN_U_DA1__K141_116922_58		NIL	
BSI__CLIN_U_DA1__K141_116922_59-MONOMER	BSI__CLIN_U_DA1__K141_116922_59		NIL	
BSI__CLIN_U_DA1__K141_116922_60-MONOMER	BSI__CLIN_U_DA1__K141_116922_60		NIL	
BSI__CLIN_U_DA1__K141_116922_61-MONOMER	BSI__CLIN_U_DA1__K141_116922_61		NIL	
BSI__CLIN_U_DA1__K141_116922_62-MONOMER	BSI__CLIN_U_DA1__K141_116922_62		NIL	
BSI__CLIN_U_DA1__K141_116922_63-MONOMER	BSI__CLIN_U_DA1__K141_116922_63		NIL	
BSI__CLIN_U_DA1__K141_116922_64-MONOMER	BSI__CLIN_U_DA1__K141_116922_64		NIL	
BSI__CLIN_U_DA1__K141_116922_65-MONOMER	BSI__CLIN_U_DA1__K141_116922_65		NIL	
BSI__CLIN_U_DA1__K141_116922_66-MONOMER	BSI__CLIN_U_DA1__K141_116922_66		NIL	
BSI__CLIN_U_DA1__K141_116922_67-MONOMER	BSI__CLIN_U_DA1__K141_116922_67		NIL	
BSI__CLIN_U_DA1__K141_116922_68-MONOMER	BSI__CLIN_U_DA1__K141_116922_68		NIL	
BSI__CLIN_U_DA1__K141_116922_69-MONOMER	BSI__CLIN_U_DA1__K141_116922_69		NIL	
BSI__CLIN_U_DA1__K141_116922_70-MONOMER	BSI__CLIN_U_DA1__K141_116922_70		NIL	
BSI__CLIN_U_DA1__K141_116922_71-MONOMER	BSI__CLIN_U_DA1__K141_116922_71		NIL	
BSI__CLIN_U_DA1__K141_116922_72-MONOMER	BSI__CLIN_U_DA1__K141_116922_72		NIL	
BSI__CLIN_U_DA1__K141_116922_73-MONOMER	BSI__CLIN_U_DA1__K141_116922_73		NIL	
BSI__CLIN_U_DA1__K141_116922_74-MONOMER	BSI__CLIN_U_DA1__K141_116922_74		NIL	
BSI__CLIN_U_DA1__K141_116922_75-MONOMER	BSI__CLIN_U_DA1__K141_116922_75		NIL	
BSI__CLIN_U_DA1__K141_116922_76-MONOMER	BSI__CLIN_U_DA1__K141_116922_76		NIL	
BSI__CLIN_U_DA1__K141_116922_77-MONOMER	BSI__CLIN_U_DA1__K141_116922_77		NIL	
BSI__CLIN_U_DA1__K141_116922_78-MONOMER	BSI__CLIN_U_DA1__K141_116922_78		NIL	
BSI__CLIN_U_DA1__K141_116922_79-MONOMER	BSI__CLIN_U_DA1__K141_116922_79		NIL	
BSI__CLIN_U_DA1__K141_116922_80-MONOMER	BSI__CLIN_U_DA1__K141_116922_80		NIL	
BSI__CLIN_U_DA1__K141_116922_81-MONOMER	BSI__CLIN_U_DA1__K141_116922_81		NIL	
BSI__CLIN_U_DA1__K141_116922_82-MONOMER	BSI__CLIN_U_DA1__K141_116922_82		NIL	
BSI__CLIN_U_DA1__K141_116922_83-MONOMER	BSI__CLIN_U_DA1__K141_116922_83		NIL	
BSI__CLIN_U_DA1__K141_116922_84-MONOMER	BSI__CLIN_U_DA1__K141_116922_84		NIL	
BSI__CLIN_U_DA1__K141_116922_85-MONOMER	BSI__CLIN_U_DA1__K141_116922_85		NIL	
BSI__CLIN_U_DA1__K141_116922_86-MONOMER	BSI__CLIN_U_DA1__K141_116922_86		NIL	
BSI__CLIN_U_DA1__K141_116922_87-MONOMER	BSI__CLIN_U_DA1__K141_116922_87		NIL	
BSI__CLIN_U_DA1__K141_116922_88-MONOMER	BSI__CLIN_U_DA1__K141_116922_88		NIL	
BSI__CLIN_U_DA1__K141_116922_89-MONOMER	BSI__CLIN_U_DA1__K141_116922_89		NIL	
BSI__CLIN_U_DA1__K141_116922_90-MONOMER	BSI__CLIN_U_DA1__K141_116922_90		NIL	
BSI__CLIN_U_DA1__K141_116922_91-MONOMER	BSI__CLIN_U_DA1__K141_116922_91		NIL	
BSI__CLIN_U_DA1__K141_116922_92-MONOMER	BSI__CLIN_U_DA1__K141_116922_92		NIL	
BSI__CLIN_U_DA1__K141_116922_93-MONOMER	BSI__CLIN_U_DA1__K141_116922_93		NIL	
BSI__CLIN_U_DA1__K141_116922_94-MONOMER	BSI__CLIN_U_DA1__K141_116922_94		NIL	
BSI__CLIN_U_DA1__K141_116922_95-MONOMER	BSI__CLIN_U_DA1__K141_116922_95		NIL	
BSI__CLIN_U_DA1__K141_116922_96-MONOMER	BSI__CLIN_U_DA1__K141_116922_96		NIL	
BSI__CLIN_U_DA1__K141_116922_97-MONOMER	BSI__CLIN_U_DA1__K141_116922_97		NIL	
BSI__CLIN_U_DA1__K141_116922_98-MONOMER	BSI__CLIN_U_DA1__K141_116922_98		NIL	
BSI__CLIN_U_DA1__K141_116922_99-MONOMER	BSI__CLIN_U_DA1__K141_116922_99		NIL	
BSI__CLIN_U_DA1__K141_116922_100-MONOMER	BSI__CLIN_U_DA1__K141_116922_100		NIL	
BSI__CLIN_U_DA1__K141_116922_101-MONOMER	BSI__CLIN_U_DA1__K141_116922_101		NIL	
BSI__CLIN_U_DA1__K141_116922_102-MONOMER	BSI__CLIN_U_DA1__K141_116922_102		NIL	
BSI__CLIN_U_DA1__K141_116922_103-MONOMER	BSI__CLIN_U_DA1__K141_116922_103		NIL	
BSI__CLIN_U_DA1__K141_116922_104-MONOMER	BSI__CLIN_U_DA1__K141_116922_104		NIL	
BSI__CLIN_U_DA1__K141_116922_105-MONOMER	BSI__CLIN_U_DA1__K141_116922_105		NIL	
BSI__CLIN_U_DA1__K141_116922_106-MONOMER	BSI__CLIN_U_DA1__K141_116922_106		NIL	
BSI__CLIN_U_DA1__K141_116922_107-MONOMER	BSI__CLIN_U_DA1__K141_116922_107		NIL	
BSI__CLIN_U_DA1__K141_116922_108-MONOMER	BSI__CLIN_U_DA1__K141_116922_108		NIL	
BSI__CLIN_U_DA1__K141_116922_109-MONOMER	BSI__CLIN_U_DA1__K141_116922_109		NIL	
BSI__CLIN_U_DA1__K141_116922_110-MONOMER	BSI__CLIN_U_DA1__K141_116922_110		NIL	
BSI__CLIN_U_DA1__K141_116922_111-MONOMER	BSI__CLIN_U_DA1__K141_116922_111		NIL	
BSI__CLIN_U_DA1__K141_116922_112-MONOMER	BSI__CLIN_U_DA1__K141_116922_112		NIL	
BSI__CLIN_U_DA1__K141_116922_113-MONOMER	BSI__CLIN_U_DA1__K141_116922_113		NIL	
BSI__CLIN_U_DA1__K141_116922_114-MONOMER	BSI__CLIN_U_DA1__K141_116922_114		NIL	
BSI__CLIN_U_DA1__K141_116922_115-MONOMER	BSI__CLIN_U_DA1__K141_116922_115		NIL	
BSI__CLIN_U_DA1__K141_116922_116-MONOMER	BSI__CLIN_U_DA1__K141_116922_116		NIL	
BSI__CLIN_U_DA1__K141_116922_117-MONOMER	BSI__CLIN_U_DA1__K141_116922_117		NIL	
BSI__CLIN_U_DA1__K141_116922_118-MONOMER	BSI__CLIN_U_DA1__K141_116922_118		NIL	
BSI__CLIN_U_DA1__K141_116922_119-MONOMER	BSI__CLIN_U_DA1__K141_116922_119		NIL	
BSI__CLIN_U_DA1__K141_116922_120-MONOMER	BSI__CLIN_U_DA1__K141_116922_120		NIL	
BSI__CLIN_U_DA1__K141_116922_121-MONOMER	BSI__CLIN_U_DA1__K141_116922_121		NIL	
BSI__CLIN_U_DA1__K141_116922_122-MONOMER	BSI__CLIN_U_DA1__K141_116922_122		NIL	
BSI__CLIN_U_DA1__K141_116922_123-MONOMER	BSI__CLIN_U_DA1__K141_116922_123		NIL	
BSI__CLIN_U_DA1__K141_116922_124-MONOMER	BSI__CLIN_U_DA1__K141_116922_124		NIL	
BSI__CLIN_U_DA1__K141_116922_125-MONOMER	BSI__CLIN_U_DA1__K141_116922_125		NIL	
BSI__CLIN_U_DA1__K141_116922_126-MONOMER	BSI__CLIN_U_DA1__K141_116922_126		NIL	
BSI__CLIN_U_DA1__K141_116922_127-MONOMER	BSI__CLIN_U_DA1__K141_116922_127		NIL	
BSI__CLIN_U_DA1__K141_116922_128-MONOMER	BSI__CLIN_U_DA1__K141_116922_128		NIL	
BSI__CLIN_U_DA1__K141_116922_129-MONOMER	BSI__CLIN_U_DA1__K141_116922_129		NIL	
BSI__CLIN_U_DA1__K141_116922_130-MONOMER	BSI__CLIN_U_DA1__K141_116922_130		NIL	
BSI__CLIN_U_DA1__K141_116922_131-MONOMER	BSI__CLIN_U_DA1__K141_116922_131		NIL	
BSI__CLIN_U_DA1__K141_116922_132-MONOMER	BSI__CLIN_U_DA1__K141_116922_132		NIL	
BSI__CLIN_U_DA1__K141_116922_133-MONOMER	BSI__CLIN_U_DA1__K141_116922_133		NIL	
BSI__CLIN_U_DA1__K141_116922_134-MONOMER	BSI__CLIN_U_DA1__K141_116922_134		NIL	
BSI__CLIN_U_DA1__K141_116922_135-MONOMER	BSI__CLIN_U_DA1__K141_116922_135		NIL	
BSI__CLIN_U_DA1__K141_116922_136-MONOMER	BSI__CLIN_U_DA1__K141_116922_136		NIL	
BSI__CLIN_U_DA1__K141_116922_137-MONOMER	BSI__CLIN_U_DA1__K141_116922_137		NIL	
BSI__CLIN_U_DA1__K141_116922_138-MONOMER	BSI__CLIN_U_DA1__K141_116922_138		NIL	
BSI__CLIN_U_DA1__K141_116922_139-MONOMER	BSI__CLIN_U_DA1__K141_116922_139		NIL	
BSI__CLIN_U_DA1__K141_116922_140-MONOMER	BSI__CLIN_U_DA1__K141_116922_140		NIL	
BSI__CLIN_U_DA1__K141_116922_141-MONOMER	BSI__CLIN_U_DA1__K141_116922_141		NIL	
BSI__CLIN_U_DA1__K141_116922_142-MONOMER	BSI__CLIN_U_DA1__K141_116922_142		NIL	
BSI__CLIN_U_DA1__K141_116922_143-MONOMER	BSI__CLIN_U_DA1__K141_116922_143		NIL	
BSI__CLIN_U_DA1__K141_116922_144-MONOMER	BSI__CLIN_U_DA1__K141_116922_144		NIL	
